schooldistance,address,schoolrating
2.2,910 Barton Creek Blvd,10
0.2,1816 Carlson Dr # 42C,3
1.3,1517 Wild Cat Holw,10
2.2,5106 Caswell Ave,7
0.7,303 Blue Ridge Trl,10
2.2,5110 Caswell Ave # A,7
0.9,202 E 45th St APT 101,9
2.4,933 E 56th St,7
0.5,502 W 55th St,8
1.8,5002 Rowena Ave,7
0.3,7805 Cooper Ln # 103,5
1.0,5405 Fairmont Cir,5
4.2,6704 Troll Hvn,10
1.4,6503 Augusta National Dr,10
3.7,5313 Cuesta Verde,10
3.4,16 Cicero Ln,10
2.1,2601 Stratford Dr,10
1.6,Grove Ct,10
2.7,4002 Prentice Ln,10
4.1,6010 Long Champ Ct APT 101,10
0.4,3600 Silver Hill Cir # 1,10
0.7,607 Laurel Valley Rd,10
0.6,4502 Richmond Ave,8
2.6,4445 River Garden Trl # A,10
0.5,(Undisclosed Address),10
3.2,2525 Waymaker Way,10
1.1,6208 Indian Canyon Dr,10
3.3,6805 Saint Stephens Cv,10
3.8,3817 Westlake Dr,10
1.6,6410 Five Acre Wood St,10
0.9,800 Ledgeway St,10
0.1,3314 Rosefinch Trl,10
0.5,502 Spiller Ln,10
2.7,4320 River Garden Trl,10
0.5,655 Cortona Dr,10
4.2,4105 Belmont Park Dr,10
0.6,4409 Gillis St # A,8
0.2,2132 Independence Dr,4
1.2,7905 Lowdes Dr,4
0.3,7410 Buchholz St,5
1.1,7709 Manchaca Rd UNIT 35,4
0.6,S Congress Ave,5
0.6,7305 Barnsdale Way,5
2.3,2210 Westlake Dr,10
1.5,1618 Westlake Dr,10
2.3,2210 Westlake Dr,10
3.2,4805 Bull Mountain Cv,10
2.4,2329 Westlake Dr APT 2,10
2.6,3905 Bennedict Ln,10
0.8,700 Grey Fox Trl,10
2.2,4714 David Thomas Rd,10
2.1,1880 Westlake Dr,10
4.3,5400 Maryanna Dr,10
4.5,4110 Bunny Run APT 4,10
3.2,2413 Far Gallant Dr,10
1.0,103 Redbud Trl,10
4.0,3701 Long Champ Dr,10
1.2,1905 Big Canyon Dr,10
0.9,1036 Liberty Park Dr APT 1,10
1.9,3007 Stratford Dr,10
3.0,4017 Trailview Mesa Dr,10
3.6,16 Chapin Ln,10
2.8,2601 Berenson Ln,10
0.8,3627 Stoneridge Rd APT 2,10
1.1,6302 Indian Canyon Dr,10
3.1,3 Muir Ln,10
1.4,2007 Yaupon Valley Rd,10
2.4,2329 Westlake Dr APT 2,10
0.6,3609 Peregrine Falcon Dr,10
3.9,3820 Toro Canyon Rd,10
3.3,2812 Waterbank Cv,10
2.0,1883 Westlake Dr,10
3.6,3309 Riva Ridge Rd,10
0.4,399 Cortona Dr.,10
0.7,1305 Arronimink Cir,10
2.1,728 Barton Creek Blvd,10
0.7,3611 Stoneridge Rd,10
3.6,3104 Riva Ridge Rd,10
3.5,4406 Michaels Cv,10
3.5,76 Saint Stephens School Rd,10
3.3,2501 Canonero Dr,10
4.2,4207 Long Champ Dr,10
3.0,2201 Far Gallant Dr,10
2.5,600 Beardsley Ln,10
2.0,2109 Trail Of The Madrones,10
2.5,2008 Rue De St Tropez,10
2.3,1606 Mount Larson Rd,10
1.5,400 Lake Cliff Trl,10
1.3,913 Terrace Mountain Dr,10
3.0,3000 Teak Hawk Cv,10
0.8,12 Sundown Pkwy,10
3.4,2909 Waterbank Cv,10
2.9,2904 Sparkling Brook Ln,10
3.2,5930 Bold Ruler Way,10
2.6,6405 Canon Wren Dr,10
2.9,5 Cousteau Ln,10
2.7,409 Beardsley Ln,10
1.8,546 Canyon Rim Dr,10
1.2,1205 Kennan Rd,10
1.1,103 Woodview Ct,10
0.4,399 Cortona Dr,10
2.5,4127 River Garden Trl,10
4.5,4408 Long Champ Dr APT 34,10
0.3,109 Westlake Dr,10
3.1,2915 Toro Canyon Rd,10
1.0,401 Skyline Dr,10
1.4,1807 Congressional Cir,10
0.5,4814 Bee Caves Rd,10
1.7,310 Ridgewood Rd,10
1.2,2703 Bartons Bluff Ln,10
1.2,2101 Key West Cv,10
0.3,4615 S 1st St,8
1.2,701 Marc Taylor Dr,6
2.0,3120 Above Stratford Pl,10
1.2,7405 Buchholz St,5
0.8,503 Ramble Ln,5
0.4,1810 Berkeley Ave,4
1.2,7405 Buchholz St,5
1.7,2715 Charlesworth Dr,5
2.1,2705 Goldbridge Dr,5
0.2,604 N Bluff Dr UNIT 211,7
0.8,5201 Buffalo Pass,5
1.2,7401 Buchholz St,5
0.5,5807 Blythewood Dr,5
0.3,7805 Cooper Ln # 205,5
0.7,7233 Aldea Dr # B,4
0.2,604 N Bluff Dr UNIT 211,7
0.6,213 Bridgeford Dr,5
1.3,7404 Albert Rd,6
0.8,7233 Manchaca Rd UNIT 27,4
3.6,24 Cicero Ln,10
1.7,4816 Timberline Dr,10
2.0,1895 Westlake Dr # 3,10
3.7,3809 Westlake Dr,10
3.7,104 Pascal Ln,10
3.3,2816 Waterbank Cv,10
0.3,3416 Pinnacle Rd,10
2.2,303 Vale St,10
2.8,4209 Dunning Ln,10
3.3,19 Hedge Ln,10
0.3,3414 Dalton St,9
0.6,7405 Cooper Ln,5
1.7,8209 Nicola Trl,4
0.4,6116 Whipple Way # B139,4
0.2,4511 S 2nd St,8
0.2,604 N Bluff Dr UNIT 211,7
0.6,7405 Cooper Ln,5
0.2,4511 4513 S 2nd St,8
0.3,6000 S Congress Ave APT 134,7
1.2,7405 Buchholz St,5
0.2,6016 Wilcott Ct,4
1.3,5210 Saint Georges Grn,5
0.6,213 Bridgeford Dr,5
0.8,7322 Gaines Mill Ln,4
1.1,208 Rowland Dr,5
0.5,3303 China Grv,9
0.5,5005 Gladeview Dr,8
0.6,6500 Clubway Ln,5
0.1,6230 Hillston Dr,4
0.5,6712 Blarwood Dr,4
0.6,42 Lovegrass Ln,5
0.5,5002 Creekline Dr,8
0.3,8602 Dandelion Trl,9
0.3,2433 Independence Dr,4
0.3,6000 S Congress Ave APT 127,7
3.8,4501 Westlake Dr APT 10,10
1.6,1 Grove Ct,10
1.0,6661 Whitemarsh Valley Walk,10
1.1,5105 Rollingwood Dr,10
1.9,2005 Trail Of The Madrones,10
3.4,2800 Waymaker Way UNIT 25,10
0.7,6 Rocky River Cv,10
0.8,603 Half Moon Cv,10
0.9,301 Cedar Oak Dr,10
1.0,1007 Hillside Oaks Dr,5
1.2,1804A Jentsch Ct # A,5
0.5,1142 Lost Creek Blvd APT 1,10
0.4,801 King Edward Pl,5
0.3,5616 Emerald Forest Dr APT 122,5
0.3,5001 Sunset Trl # A,5
0.2,604 N Bluff Dr UNIT 211,7
0.5,3313 Harpers Ferry Ln,9
0.6,6909 Cherry Meadow Dr,4
0.5,3235 Oak Aly,9
0.3,8614 Piney Creek Bnd,9
1.0,2607 Burly Oak Dr,4
0.2,604 N Bluff Dr UNIT 211,7
0.7,3115 Plantation Rd,9
0.6,4801 S Congress Ave APT B1,8
0.3,6000 S Congress Ave APT 127,7
0.3,311 Craigmont Dr,7
0.5,2602 Broken Oak Dr For Rent,4
0.2,1112 Dunstan Dr,5
0.3,6213 Woodhue Dr,5
0.5,5407 Hunters Gln,5
1.1,209 Rowland Dr,5
1.9,2603 Harleyhill Dr,5
1.1,303 Rowland Dr,5
2.1,703 E 50th St # B,7
2.3,4817 Caswell Ave # B,7
2.0,4912 Duval St,7
1.9,5200 Ave H,7
2.1,703 E 50th St # B,7
1.9,5112 Duval St,7
0.9,4107 Avenue B,9
0.4,3816 Duval St # B,9
0.6,205 E 40th St,9
1.0,4509 Avenue F,9
0.9,4506 Caswell Ave # A,9
1.3,(Undisclosed Address),6
1.1,5505 Viewpoint Dr,6
1.4,5213 Ingersoll Ln,4
1.5,8105 Annalise Dr,4
1.4,5404 Bonneville Bnd,4
1.8,7108 Cherry Beam Path,4
0.7,6924 Crestone Rd,6
1.8,7213 Sienna Rouge Path,4
1.5,1840 Burton Dr APT 213,5
3.6,8016 Annalise Dr,5
0.5,6813 Suena Dr,3
1.4,5213 Ingersoll Ln,4
1.7,Maxwell Ln,6
1.7,Maxwell Ln,6
0.3,2505 Parker Ln # B,3
0.7,1702 Windoak Dr,5
1.7,Maxwell Ln,6
1.9,7002 E Riverside Dr,6
3.1,1416 Waterloo Shore Ln # 16,4
1.8,Maxwell Ln,6
1.8,Maxwell Ln,6
1.9,7002 E Riverside Dr,6
1.7,Maxwell Ln,6
0.2,1904 Cleese Dr,3
0.3,6312 Felix Ave,3
1.8,Maxwell Ln,6
0.7,1938 Holly Hill Dr APT 3,10
0.6,2009 Headwater Ln,10
0.4,206 Reveille Rd,10
4.0,6104 Nashua Ct,10
0.3,1603 Barn Swallow Dr,10
1.3,1407 Wild Cat Holw,10
2.3,2403 Deer Pass,10
3.2,6208 Northern Dancer Dr,10
2.5,2435 Westlake Dr,10
0.8,2009 Mistywood Dr For Rent,10
3.3,2809 Waterbank Cv,10
2.4,2004 Rue De St Tropez,10
3.2,5919 Bold Ruler Way,10
2.4,2002 Rue De St Tropez,10
0.4,1204 Grosvener Ct,10
0.3,6216 Bumpstead Dr,6
5.3,9838 Us Highway 183 S,4
0.5,9121 Ipswich Bay Dr,6
2.8,6804 Canon Wren Dr,10
2.1,10329 Channel Island Dr,6
2.0,10523 River Plantation Dr,6
2.5,County Down Dr,6
3.0,2203 Onion Creek Pkwy UNIT 28,6
2.5,11232 Pinehurst Dr,6
2.8,11127 Pinehurst Dr APT B,6
2.1,10813 Olympia Fields Loop,6
0.5,5400 Jeffburn Cv,5
2.3,11016 River Plantation Dr,6
1.1,210 Rowland Dr,5
0.8,5130 Meadow Creek Dr,8
0.2,5800 Nancy Dr,5
0.7,1300 W Dittmar Rd,6
0.2,4518 S 1st St,8
0.5,7401 Lunar Dr,5
1.1,7900 Persimmon Trl,6
0.7,3103 Jeanne Marie Ct,9
1.7,5065 Fort Clark Dr,5
0.3,6507 Cooper Ln # B,5
0.5,3234 Oak Aly,9
0.6,7405 Cooper Ln,5
0.4,325 Bridgeford Dr,4
0.4,325 Bridgeford Dr,4
0.4,325 Bridgeford Dr,4
0.6,213 Bridgeford Dr,5
1.5,5516 Gooding Dr,4
0.6,213 Bridgeford Dr,5
1.6,7117 Ondantra Bnd,4
3.6,8008 Annalise Dr,5
1.8,6900 Cardinal Bloom Loop,4
1.7,516 E Slaughter Ln APT 401,6
3.6,5405 Bonneville Bnd,5
1.5,5304 Ingersoll Ln,4
1.8,7108 Cherry Beam Path,4
1.6,5320 Kara Dr,4
1.4,5213 Ingersoll Ln,4
1.4,5213 Ingersoll Ln,4
1.5,5516 Gooding Dr,4
1.7,516 E Slaughter Ln APT 401,6
1.7,516 E Slaughter Ln,6
1.4,7909 Whistling Arrow Ln,4
1.8,6900 Cardinal Bloom Loop,4
1.4,5404 Bonneville Bnd,4
3.6,8004 Izetta Ln,5
1.1,5612 Fence Row,6
1.4,5213 Ingersoll Ln,4
1.7,5321 Gooding Dr,4
0.4,404 W 55th St,8
3.4,4721 Misty Slope Ln,5
0.7,4710 Nuckols Crossing Rd,3
4.5,5805 Magnolia Mist Ln,5
0.7,4211 Caswell Ave APT A,9
1.9,5004 Avenue H,7
2.3,909 Reinli St APT 223,7
2.4,929 E 51st St,7
1.0,4519 Avenue F # A,9
0.4,919 E 39th St,9
0.4,402 W 55th St,8
0.4,912A E 39th St,9
2.0,5206 Evans Ave,7
2.4,937 E 55th St,7
1.9,5103 Avenue H,7
2.3,909 Reinli St APT 230,7
0.8,4404 Duval St,9
1.0,4601 Depew Ave # B,9
0.9,202 E 45th St APT 101,9
2.1,605 E 49th St,7
0.8,4403 Duval St,9
0.7,511 E 43rd St,9
1.9,5210 Duval St # A,7
1.9,5009 Avenue G,7
2.6,4707 Harmon Ave,7
0.4,2505 Candlewood Ct,3
0.3,1704 Timber Ridge Dr,3
0.9,4502 Depew Ave,9
1.2,4610 Avenue C,9
1.9,7002 E Riverside Dr,6
2.2,2308 Hermia St,4
0.4,1005 Valdez St,3
0.3,2500 Burleson Rd APT 110,3
1.4,5405 Alexis Cv,3
2.2,2308 Hermia St,4
1.8,Maxwell Ln,6
3.2,1411 Town Creek Rd # 11,7
1.9,7002 E Riverside Dr,6
2.2,2310 Hermia St,4
2.2,2308 Hermia St,4
3.0,4401 Festival Path,4
3.0,4409 Festival Path,4
0.8,1495 Inglewood St,5
1.7,Maxwell Ln,6
2.2,2308 Hermia St,4
0.8,1604 Elmhurst Dr,5
2.2,2310 Hermia St,4
3.1,1410 Waterloo Shore Ln # 10,4
0.3,2500 Burleson Rd APT 110,3
0.9,1806 Woodland Ave,5
2.3,11113 County Down Dr,6
1.8,10105 Pinehurst Dr,6
2.3,10246 Pinehurst Dr,6
2.0,10210 Pinehurst Dr,6
2.4,4607 Pinehurst Dr S,6
1.3,10117 Deer Chase Trl,6
2.2,10924 River Plantation Dr,6
0.5,8413 Panadero Dr,6
2.4,10407 Pinehurst Dr,6
2.2,11013 River Plantation Dr,6
6.5,6614 Evelyn Rd,4
2.1,2120 Petrified Forest Dr,6
1.2,10217 Crescendo Ln,6
0.8,6817 Sunderland Trl,6
1.7,10103 Wild Dunes Dr,6
1.3,5612 Little Theater Bnd,6
0.6,9005 Bird Brook Ln,6
2.5,10616 Legends Ln,6
2.8,11129 Pinehurst Dr APT C,6
0.6,6604 Doyal Dr,6
0.4,8617 Panadero Dr,6
0.8,6904 Derby Downs Dr,6
0.9,7004 Derby Downs Dr,6
3.1,8829 Stambourne St,4
0.6,213 Bridgeford Dr,5
1.4,4921 Old Castle Rd,5
0.1,4526 Merle Dr,8
0.6,213 Bridgeford Dr,5
0.6,213 Bridgeford Dr,5
0.3,5001 Sunset Trl,5
0.6,7405 Cooper Ln,5
0.3,4917 Sunset Trl,5
0.4,2604 Aldford Dr,4
0.3,4917 Sunset Trl # B,5
0.3,2605 Lightfoot Trl,4
0.6,S Congress Ave,5
0.4,8646 Piney Creek Bnd,9
0.7,3212 Harpers Ferry Ln,9
0.5,6406 Woodhue Dr,5
0.9,2202 Trede Dr,4
0.4,7403 Wallach St,5
1.9,2712 Inridge Dr,5
2.5,3106 Siskin Dr,5
0.5,1406 Green Forest Dr,8
0.3,5608 Cougar Dr APT 101,5
0.6,6702 Capriola Dr,5
0.8,4361 S Congress Ave # 526,5
0.8,1705 Matthews Ln # B,4
0.3,6000 S Congress Ave APT 127,7
4.0,4136 Westlake Dr,10
0.5,1301 Puddleby Cv,10
4.8,4509 Aqua Verde Dr,10
0.6,4816 Bee Caves Rd,10
3.9,3900 Toro Canyon Rd,10
3.8,3900 Corum Cv,10
1.6,400 Canyon Rim Dr,10
1.6,4824 Rollingwood Dr,10
2.3,2226 Westlake Dr UNIT 2,10
0.8,2516 Watkins Way,10
1.6,812 Stonewall Ridge Ln,10
0.6,5607 Scenic View Dr,10
3.8,3813 Westlake Dr # A,10
2.3,2226 Westlake Dr UNIT 2,10
1.6,1717 Ben Crenshaw Way,10
1.5,1314 Falcon Ledge Dr APT 111,10
0.3,2405 Kumquat Ct,4
1.8,9407 Brandts Wood St,6
1.9,306 Inwood Rd,10
1.2,4802 Spring Meadow Cv,6
5.0,5715 Teri Rd,5
2.1,8705 Meridian Oak Ln,6
3.2,31 Pascal Ln,10
2.8,7601 Barkdale Ct,5
2.7,2236 Sunny Hills Dr # 4,5
2.8,4527 Edge Creek Dr # 301,5
1.8,6900 Cardinal Bloom Loop,4
1.5,8105 Annalise Dr,4
0.8,711 E 45th St,9
0.5,501 W 55th St # 001,8
4.8,5417 Blackjack Cv,5
2.6,4715 Harmon Ave APT 212,7
0.9,4501 Red River St,9
0.9,3815 Guadalupe St APT 303,9
0.5,210 Nelray Blvd,8
2.3,806 E 47th St,7
2.1,612614616 W N Loop Blvd,7
1.4,607 Zennia St,7
2.3,915 E 51st St,7
2.3,909 E 56th St,7
0.5,5502 Avenue F,8
1.0,4530 Duval St,9
1.0,4306 Avenue A APT 118,9
1.0,4528 Duval St,9
0.4,305 W 55th 1/2 St,8
0.9,1001 E 45th St,9
2.2,909 Reinli St APT 229,7
0.4,1009 E 38th 1/2 St,9
0.6,5403 Avenue F,8
2.2,909 Reinli St APT 229,7
3.4,8112 Vailview Cv,10
2.2,909 Reinli St APT 229,7
1.3,9204 Brigadoon Cv,10
2.6,7326 Cave Holw,10
0.5,11702 Crosstimber Dr,8
2.5,5315 Harmon Ave,7
0.9,10502 Plumewood Dr,10
0.8,9905 Marseilles Dr,10
0.5,10602 Mourning Dove Dr,8
0.5,11305 Timbrook Trl,8
0.9,11619 Birchbark Trl,8
0.4,11202 Iron Oak Trl,8
0.7,8600 Fathom Cir APT 1101,10
0.6,10520 Glass Mountain Trl,10
3.1,6907 Winterberry Dr,10
1.1,7309 Colina Vista Loop # A,9
2.5,6315 Big Cat Cv,10
0.8,11100 Wintergreen Hl,10
0.4,12408 Burlywood Trl,8
0.7,9103 Cedar Crest Dr,10
0.7,10621 Glass Mountain Trl,10
0.7,9707 Anderson Mill Rd APT 14,10
1.5,11512 Cherry Hearst Ct,10
3.1,7208 Holly Fern Cv,10
1.1,11005 Callanish Park Dr,10
1.1,10204 Echoridge Dr,10
0.5,12219 Wallingstone Ln,8
0.7,11801 Nene Dr,8
0.9,9404 Ashton Rdg,10
1.2,11111 Callanish Park Dr,10
0.6,9811 Brandywine Cir,10
3.3,7806 Image Cv,10
0.8,10802 Chateau Hl,10
0.6,9200 Cedar Crest Dr,10
1.2,10508 Tweedsmuir Dr,10
0.2,11608 Spicewood Pkwy UNIT 9,10
3.5,8110 Crabtree Cv,10
0.9,9122 Balcones Club Dr UNIT 7,10
0.2,11608 Spicewood Pkwy UNIT 10,10
1.1,10110 Glencarrie Ln,10
0.9,10810 Keystone Bnd,10
0.6,10802 Spicewood Club Dr,10
0.8,11611 Quarter Horse Trl,8
0.4,10519 Timbercrest Ln,8
1.3,9106 Skye Cv,10
2.7,6709 Beauford Dr,10
0.3,9913 Anderson Mill Rd,10
0.8,11505 Brandon Parke Trl,8
1.0,10401 Lockerbie Dr,10
0.4,Balcones Way,10
0.6,10809 Plumewood Dr,10
0.5,12126 Old Stage Trl,8
0.4,9406 Clearock Dr,10
0.6,9822 Brandywine Cir,10
2.4,7417 Waldon Dr,10
1.2,9412 Solana Vista Loop # A,9
0.7,11000 Anderson Mill Rd UNIT 84,8
0.9,10501 Ronwood Dr,10
1.0,11604 Birchbark Trl,8
1.1,10401 Talleyran Dr,10
0.5,10209 Missel Thrush Dr,8
0.7,11902 Swan Dr,8
0.9,11003 Wintergreen Hl,10
0.3,10518 School House Ln,8
0.4,12808 Papa Leo Ct,8
0.2,11310 Spicewood Club Dr # H,10
2.4,6304 Maury Holw,10
1.0,11614 Birchbark Trl,8
1.1,10605 Leafwood Ln,10
0.4,12313 Bainbridge Ln,8
0.2,12119 Grey Fawn Path,8
6.7,1201 Grove Blvd APT 2304,4
0.8,9444 Spring Hollow Dr,10
0.4,6626 Isabelle Dr,8
1.8,Maxwell Ln,6
1.5,305 E Croslin St,4
3.2,1330 Shore District Dr APT 2507,7
3.3,1201 Tinnin Ford Rd APT 1,7
2.0,4503 Elana Ct,6
0.3,310 Montopolis Dr,3
0.3,3401 Catalina Dr,3
1.0,1905B Woodland Ave,5
1.5,1840 Burton Dr APT 213,5
3.3,1308 Tinnin Ford Rd # 2,7
1.8,2212 Montague St,6
0.6,6503 Porter St,3
1.5,1840 Burton Dr APT 213,5
1.7,3011 Sunridge Dr,6
1.5,1840 Burton Dr APT 213,5
1.1,2015 Thrasher Ln,3
0.7,2001 Parker Ln APT 101,3
0.3,808 Montopolis Dr,3
2.0,2450 Wickersham Ln APT 1002,6
1.2,6801 E Ben White Blvd # 1,6
1.2,7609 Northcrest Blvd,4
0.1,7510 Providence Ave,4
0.3,7204 Blessing Ave,4
1.3,7513 Meadowview Ln,4
1.4,7501 Eastcrest Dr,4
0.1,602 Hammack Dr,8
1.3,7613 Eastcrest Dr,4
0.3,604 Brentwood St,8
0.1,208 Denson Dr,8
1.0,935 La Posada Dr # 212,8
1.0,935 La Posada Dr. #111,8
1.5,511 Blackson Ave,4
0.3,1208 E Saint Johns Ave,4
0.4,7004 Mitra Dr,4
0.7,7303 Sevilla Dr,4
1.5,504 Blackson Ave,4
1.3,619 W Crestland Dr,4
1.4,604 W Odell St,4
1.0,935 La Posada Dr. #111,8
1.0,935 La Posada Dr. #211,8
0.6,6911 Priscilla Dr,8
0.6,8603 Ganttcrest Dr,10
1.0,7806 Nairn Dr,9
1.3,6711 E Ben White Blvd,6
1.4,513 W Croslin St,4
1.3,6129 Jumano Ln,8
0.7,4403 Kalama Dr,9
0.3,7607 Melville Cv,9
1.6,6200 John Chisum Ln,8
0.5,4620 W William Cannon Dr APT 35,8
1.3,7615 Hawkeye Dr,8
0.7,5515 Davis Ln # 4,10
0.5,5624 Taylorcrest Dr,10
0.3,5808 Taylorcrest Dr,10
0.6,5901 Brown Rock Trl,10
0.9,7603 Galliano Cir,9
1.6,7200 Bending Oak Rd,8
0.4,6301 Salcon Cliff Dr,10
0.5,4526 Langtry Ln,8
1.7,6411 Ira Ingram Dr,8
0.7,8101 Tiffany Dr,9
0.8,9604 Prescott Dr,10
0.8,8305 Ganttcrest Dr,10
1.7,8805 Whiteworth Loop,9
1.1,8300 Nairn Dr,9
0.5,4620 W William Cannon Dr APT 35,8
1.6,Escarpment Blvd,8
0.7,8413 Tyhurst Dr,10
1.7,3800 Idalia Dr,10
1.5,4416 Corran Ferry Loop,9
0.6,6317 York Bridge Cir,10
1.3,4203 Iriona Bnd,9
0.7,5515 Davis Ln UNIT 23,10
1.6,4428 Bremner Dr,9
0.8,5207 Wheeler Branch Cir,8
1.1,8700 Coastal Dr,9
0.4,7504 Bender Dr,9
0.2,6405 Abilene Trl,10
0.3,8500 Abilene Cv,10
1.9,7501 Shadowridge Run UNIT 124,8
0.4,5401 Wolf Run,8
1.4,7610 Hawkeye Dr,8
0.7,8509 Ganttcrest Dr,10
1.9,7501 Shadowridge Run UNIT 124,8
1.3,5910 Charles Schreiner Trl,8
3.7,6509 Marble Creek Loop,5
2.7,2402 Apple Valley Cir,6
0.6,6700 Derby Downs Dr,6
0.6,Derby Downs Dr,6
2.4,10410 Pinehurst Dr,6
1.2,Slaughter Ln,6
1.5,5608 Silver Screen Dr,6
1.2,Slaughter Ln,6
2.4,11252 Pinehurst Dr,6
0.3,8709 Ipswich Bay Dr,6
2.4,11240 Pinehurst Dr,6
4.0,6912 Broad Brook Dr,5
0.2,8024 Tee Dr,6
2.5,11228 Pinehurst Dr,6
0.2,8405 Twiggy Ln,6
1.9,10109 Shinnecock Hills Dr,6
3.0,2210 Onion Creek Pkwy UNIT 904,6
1.2,10000 Old Lockhart Rd,6
0.7,5420 Batak Ln,10
3.8,8011 Rosenberry Dr,5
3.8,7609 Marble Crest Dr,5
2.8,10819 Crown Colony Dr APT 1,6
0.2,7816 Tee Dr,6
1.3,10505 Antelope Run,10
2.4,11250 Pinehurst Dr,6
0.6,10004 Wading Pool Path,6
2.3,2024 Coats Cir,8
1.2,750 Patchway Ln,6
0.3,424 Celery Loop,5
2.9,10216 Laredo Dr,8
1.0,9417 Sawyer Fay Ln,5
0.4,9402 Privet Dr,6
0.6,914 Kavanagh Dr,6
0.5,11701 Manchaca Rd,7
0.8,2121 Ocallahan Dr,7
1.6,11004 Mint Julep Dr,7
0.5,11701 Manchaca Rd,7
0.5,11701 Manchaca Rd,7
0.5,11701 Manchaca Rd,7
0.1,2720 Arroyo Blanco Cv,10
0.2,9008 Jesse James Dr,6
0.5,8519 Davis Oaks Trl,6
2.0,11401 Blairview Ln,8
3.0,10513 Garbacz Dr,8
0.3,11919 Manchaca Rd TRLR 2,7
0.4,9402 Privet Dr,6
0.6,9106 Palace Pkwy,6
0.6,9106 Palace Pkwy,6
0.6,9106 Palace Pkwy,6
2.9,11601 Koolie Ln,8
0.4,9402 Privet Dr,6
0.4,9402 Privet Dr,6
0.5,2606 Georgia Coleman Bnd,10
0.5,11701 Manchaca Rd,7
2.9,11607 Koolie Ln,8
1.0,9405 Sawyer Fay Ln,5
0.8,2204 Christoff Loop,7
0.6,1149 Tetbury Ln,6
0.9,11137 Lost Maples Trl,7
0.3,921 Cottage Bank Trl # 35,9
0.3,3101 Davis Ln APT 5903,9
2.4,10705 Dinah Dr,8
0.2,9001 Bill Hickcock Pass,6
0.2,2600 Birchleaf Trl,10
0.7,2204 Turtle Mountain Bnd,10
0.2,2939 Cohoba Dr,9
0.7,2300 Williston Loop,10
1.1,13216 Alans Way,7
1.1,8012 Huddleston Ln,6
1.5,11004 Sea Hero Ln,7
0.9,2109 Monarch Dr,9
2.7,10317 Old Manchaca Rd,8
0.8,800 Totis Rd,5
0.7,9201 Brodie Ln UNIT 2602,9
0.7,9201 Brodie Ln UNIT 1202,9
1.5,516 Paul Jones Pass,7
0.5,10033 Aly May Dr,6
1.8,3408 Graybuck Rd,10
1.1,9617 Sawyer Fay Ln,5
0.5,1704 Strobel Ln,7
0.7,2305 Williston Loop,10
0.9,909 Sweetwater River Dr,6
1.1,9521 Hunter Ln,5
0.7,2302 Lancaster Dr,9
1.2,9704 Alex Ln,5
2.3,10309 Beard Ave,8
2.4,2024 Boyds Way,8
0.6,9106 Palace Pkwy,6
2.9,11607 Koolie Ln,8
1.7,313 Anacua Loop,7
0.6,9106 Palace Pkwy,6
1.3,10609 Camillia Blossom Ln,10
0.4,9328 Alex Ln,7
0.2,8941 Parker Ranch Cir # B,9
1.8,108 Rose Mallow Way,7
0.4,9402 Privet Dr,6
2.3,10609 Portico Ln,8
0.4,2400 Vintage Stave Rd,10
2.3,10609 Portico Ln,8
0.7,2420 Turtle Mountain Bnd,10
0.5,9502 Tanager Way,6
0.6,9106 Palace Pkwy,6
0.6,9706 Tall Tree Ln,6
0.2,8941 Parker Ranch Cir # B,9
2.9,8940 Parker Ranch Cir # A,8
0.5,8610 Cullen Ln,5
0.5,10100 Aly May Dr,6
0.7,1908 Ralph Cox Rd,7
2.9,8937 Parker Ranch Cir # A,8
0.6,9106 Palace Pkwy,6
0.6,9106 Palace Pkwy,6
0.8,9500 Hunter Ln,7
2.3,10609 Portico Ln,8
0.4,9402 Privet Dr,6
0.4,12300 Canera Ct # 78,10
1.1,9521 Hunter Ln,5
0.8,9500 Hunter Ln,7
0.4,9402 Privet Dr,6
0.4,9341 Alex Ln,7
2.2,3011 W Slaughter Ln,8
0.4,2509 Bear Springs Trl,10
2.3,2304 Cappra Ter,8
0.2,8941 Parker Ranch Cir # B,9
0.3,3003 Sunland Dr,10
0.1,9517 Alex Ln,7
0.6,1717 Suter St,7
0.6,9706 Tall Tree Ln,6
0.7,2200 Williston Loop,10
2.9,11607 Koolie Ln,8
0.7,2200 Williston Loop,10
0.7,2212 Williston Loop,10
0.7,2309 Williston Loop,10
1.7,10305 English Oak Dr,5
3.0,1508 Rockland Dr # 244,8
1.7,10904 Desert Willow Loop,7
1.0,848 Latteridge Dr,6
1.1,9521 Hunter Ln,5
2.0,2548 Lavendale Ct,8
1.1,13205 Alans Way,7
0.6,9708 Tall Tree Ln,6
0.4,9402 Privet Dr,6
1.0,9417 Sawyer Fay Ln,5
0.6,11602 Mary Hargrove Ln,7
1.1,9912 Milla Cir # 31,5
1.0,11123 Canterbury Tales Ln,7
0.3,Strickland Dr,6
0.3,3101 Davis Ln APT 5903,9
0.1,601 Mairo St,5
0.5,11721 Alexs Ln,7
0.6,12200 Eruzione Dr,7
0.9,11208 Lost Maples Trl,7
0.1,1609 Bluewood Ln,6
2.9,11601 Koolie Ln,8
0.6,1817 Ocallahan Dr,7
2.1,2221 Desco Dr,8
1.1,13216 Alans Way,7
2.9,10218 Laredo Dr # 100,8
1.6,620 Kingfisher Creek Dr,6
0.5,9502 Tanager Way,6
